tag,cpu_time
no_opti,0.0011069999999999969
no_opti,0.0006119999999999945
no_opti,0.0006060000000000024
no_opti,0.0005769999999999942
no_opti,0.0005450000000000038
no_opti,0.0006139999999999965
no_opti,0.0005809999999999982
no_opti,0.0007360000000000005
no_opti,0.0009520000000000015
no_opti,0.0005330000000000057
no_opti,0.0005519999999999969
no_opti,0.0006099999999999994
no_opti,0.0005839999999999942
no_opti,0.0006079999999999974
no_opti,0.0005450000000000038
no_opti,0.0005890000000000062
no_opti,0.0006120000000000014
no_opti,0.0005459999999999979
no_opti,0.0005669999999999981
no_opti,0.0006069999999999964
no_opti,0.0005819999999999992
no_opti,0.0005990000000000023
no_opti,0.0005970000000000003
no_opti,0.0005920000000000092
no_opti,0.0006349999999999967
no_opti,0.0005560000000000009
no_opti,0.0007520000000000027
no_opti,0.0005970000000000003
no_opti,0.0006270000000000026
no_opti,0.0006020000000000053
no_opti,0.0005320000000000047
no_opti,0.0005400000000000127
no_opti,0.0005859999999999893
no_opti,0.0006110000000000004
no_opti,0.0005420000000000008
no_opti,0.000668999999999989
no_opti,0.0005840000000000012
no_opti,0.0005650000000000099
no_opti,0.0007309999999999955
no_opti,0.0006310000000000066
no_opti,0.0006120000000000014
no_opti,0.0005919999999999953
no_opti,0.0006209999999999966
no_opti,0.0005519999999999969
no_opti,0.0006390000000000007
no_opti,0.0006119999999999876
no_opti,0.0005879999999999913
no_opti,0.0008090000000000042
no_opti,0.0005810000000000121
no_opti,0.0006280000000000036
no_opti,0.0007469999999999977
no_opti,0.0007120000000000043
no_opti,0.0009750000000000036
no_opti,0.0005420000000000008
no_opti,0.0005259999999999987
no_opti,0.0005919999999999953
no_opti,0.0006499999999999978
no_opti,0.0008070000000000022
no_opti,0.0006489999999999968
no_opti,0.0005229999999999957
no_opti,0.0006550000000000028
no_opti,0.0010320000000000051
no_opti,0.0005840000000000012
no_opti,0.0008549999999999947
no_opti,0.0006600000000000078
no_opti,0.0005639999999999951
no_opti,0.000784999999999994
no_opti,0.0006670000000000009
no_opti,0.0005440000000000028
no_opti,0.0006460000000000077
no_opti,0.0009409999999999974
no_opti,0.0006549999999999889
no_opti,0.0007520000000000027
no_opti,0.0006390000000000007
